Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün puan sayısı (product.metafields.reviews.rating_count),Renk (product.metafields.shopify.color-pattern),Hedef Cinsiyet (product.metafields.shopify.target-gender),Tamamlayıcı ürünler (product.metafields.shopify--discovery--product_recommendation.complementary_products),Alakalı ürünler (product.metafields.shopify--discovery--product_recommendation.related_products),İlgili ürün ayarları (product.metafields.shopify--discovery--product_recommendation.related_products_display),Ürün tanıtımlarında ara (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
eyesofia-jutem-kad-n-siyah-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_31d6eb25-8ec4-4ad2-95b1-a82164af3391.jpg?v=1746199573,2,Eyesofia Jutem Kadın Siyah Güneş Gözlüğü - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyesofia-jutem-kad-n-siyah-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_f3f6a392-d2da-43f3-9f8c-4bfe3d9beb63.jpg?v=1746199573,3,Eyesofia Jutem Kadın Siyah Güneş Gözlüğü - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyesofia-jutem-kad-n-siyah-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_099d9b06-3541-41eb-b8ce-245871117aef.jpg?v=1746199573,4,Eyesofia Jutem Kadın Siyah Güneş Gözlüğü - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyesofia-jutem-kad-n-siyah-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_3d01604f-aed4-4508-9c39-3af74a4d706b.jpg?v=1746199573,5,Eyesofia Jutem Kadın Siyah Güneş Gözlüğü - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyesofia-jutem-kad-n-siyah-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ad9dc2cc-46a4-4f8c-9cfa-4ddf5167e7ad.jpg?v=1746199573,6,Eyesofia Jutem Kadın Siyah Güneş Gözlüğü - Görsel 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyesofia-jutem-kad-n-siyah-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_23d6ddfa-bdc5-456b-ba3e-7f137fcc6bfc.jpg?v=1746199573,7,Eyesofia Jutem Kadın Siyah Güneş Gözlüğü - Görsel 7,,,,,,,,,,,,,,,,,,,,,,,,,,,
osse-oskad-n-g-ne-g-zl,Osse OsKadın Güneş Gözlüğü,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Ekartman:</strong> 54</li>
  <li>
<strong>Cam Renk:</strong> Siyah</li>
  <li>
<strong>Cam Materyali:</strong> UV400</li>
  <li>
<strong>Çerçeve Renk:</strong> Siyah</li>
  <li>
<strong>Çerçeve Materyali:</strong> Kemik</li>
  <li>
<strong>Cam Tipi:</strong> Degrade</li>
  <li>
<strong>Çerçeve Formu:</strong> Geometrik</li>
  <li>
<strong>Çerçeve Tipi:</strong> Çerçeveli</li>
  <li>
<strong>Renk:</strong> Siyah</li>
  <li>
<strong>Materyal Bileşeni:</strong> 100% Asetat</li>
  <li>
<strong>Desen:</strong> Düz</li>
  <li>
<strong>Menşei:</strong> CN</li>
</ul>",turmarkt,,AksesuarGözlük ve Gözlük AksesuarlarıGüneş GözlüğüOsse Güneş GözlüğüOs3443 01 Kadın Güneş Gözlüğü,"AksesuarGözlükveGözl, erkekaksesuar, güneşgözlüğü, hizli-teslimat, kadınaksesuar, kargo-bedava, Siyah, TrendyolKadınKadınAk",true,Title,Default Title,,,,,,,,osse-oskad-n-g-ne-g-zl,500.0,shopify,50,deny,manual,2277.00,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_04e4b0eb-2f46-4c31-9d94-36c3ba789675.jpg?v=1746199407,1,Osse OsKadın Güneş Gözlüğü,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
osse-oskad-n-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ba5b0672-08ab-4198-aebe-03cf511bb4e5.jpg?v=1746199407,2,Osse OsKadın Güneş Gözlüğü - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
osse-oskad-n-g-ne-g-zl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_43f4adfa-4d7e-45ae-b341-7dadd7c3b034.jpg?v=1746199407,3,Osse OsKadın Güneş Gözlüğü - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
osse-kad-n-g-ne-g-zl-gu,Osse Kadın Güneş Gözlüğü GU,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Ekartman:</strong> 51</li>
  <li>
<strong>Cam Renk:</strong> Degrade</li>
  <li>
<strong>Çerçeve Renk:</strong> Bej</li>
  <li>
<strong>Çerçeve Materyali:</strong> Metal</li>
  <li>
<strong>Cam Tipi:</strong> Degrade</li>
  <li>
<strong>Çerçeve Formu:</strong> Yuvarlak</li>
  <li>
<strong>Çerçeve Tipi:</strong> Çerçeveli</li>
  <li>
<strong>Renk:</strong> Bej</li>
  <li>
<strong>Desen:</strong> Degrade</li>
</ul>",turmarkt,,AksesuarGözlük ve Gözlük AksesuarlarıGüneş GözlüğüOsse Güneş GözlüğüKadın Güneş Gözlüğü GU035082,"AksesuarGözlükveGözl, Degrade, erkekaksesuar, güneşgözlüğü, hizli-teslimat, kadınaksesuar, kargo-bedava, TrendyolKadınKadınAk",true,Title,Default Title,,,,,,,,osse-kad-n-g-ne-g-zl-gu,500.0,shopify,50,deny,manual,3103.85,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_267fc536-cda8-4f1f-9c91-5927d6d94948.jpg?v=1746199320,1,Osse Kadın Güneş Gözlüğü GU,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
osse-kad-n-g-ne-g-zl-gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/2_org_zoom_4a553266-24ab-4aa2-aa68-4f484203e64a.jpg?v=1746199320,2,Osse Kadın Güneş Gözlüğü GU - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
osse-kad-n-g-ne-g-zl-gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/3_org_zoom_3545811c-d35e-4056-953b-bb23129432c9.jpg?v=1746199320,3,Osse Kadın Güneş Gözlüğü GU - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
osse-kad-n-g-ne-g-zl-gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/4_org_zoom_4e961abb-4ef3-4683-ab1e-b8f979711e04.jpg?v=1746199320,4,Osse Kadın Güneş Gözlüğü GU - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Renk:</strong> Çok Renkli</li>
  <li>
<strong>Menşei:</strong> TR</li>
  <li>
<strong>Tamir Edilebilirlik:</strong> Yetkili Servis ile Tamiri Gerekir.</li>
</ul>",turmarkt,Home & Garden > Kitchen & Dining,Spor OutdoorOutdoorOutdoor EkipmanlarıKamp MalzemesiKamp Mutfak ÜrünleriKamp OcağıNurgaz Kamp OcağıTüp Bağlantılı Portatif Kamp Ocağı 3 Adet 220 gr Kartuş Karışık Renkli,"ev yaşam, kampmalzemeleri, SporOutdoorOutdoorOu, TrendyolNurgazSporOu, ÇokRenkli",true,Title,Default Title,,,,,,,,nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,500.0,shopify,50,deny,manual,2254.00,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_6b48ec90-ae99-46fc-bff0-e58b1d5710db.jpg?v=1746192269,1,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli,false,,,638,,,,,,,,,,,,,,,,,,,,kg,,,active
nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_898208c3-0ddc-4c1b-8d46-9ac30e07b936.jpg?v=1746192269,2,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_e95a347d-d55e-45ff-aa43-84ef752f93f5.jpg?v=1746192269,3,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_0a36d04b-8a0c-406c-9a8d-474268b91f21.jpg?v=1746192269,4,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_c2757cbe-ea86-41e8-bfb2-ee75a6dd9795.jpg?v=1746192269,5,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_ac9481ac-8ffa-4777-95fe-5a09b4ec3035.jpg?v=1746192269,6,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli - Görsel 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
nurgaz-t-p-ba-lant-l-portatif-kamp-oca-adet-gr-kartu-kar-k-renkli,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_5de671e3-e174-4979-8c84-19d0cf9ccb29.jpg?v=1746192269,7,Nurgaz Tüp Bağlantılı Portatif Kamp Ocağı Adet gr Kartuş Karışık Renkli - Görsel 7,,,,,,,,,,,,,,,,,,,,,,,,,,,
kar-bul-dat-radyolu-solar-g-ne-enerjili-ayd-nlatma-sistemi-kamp-lambas-adet-lambal-at,kar-bul Dat Radyolu Solar Güneş Enerjili Aydınlatma Sistemi Kamp Lambası Adet Lambalı At-,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Renk:</strong> Çok Renkli</li>
  <li>
<strong>Özellik:</strong> Solar</li>
  <li>
<strong>Çalışma Tipi:</strong> Solar</li>
  <li>
<strong>Piller Kutuya Dahil Mi?:</strong> Pilsiz Kullanım</li>
  <li>
<strong>Menşei:</strong> TR</li>
</ul>",turmarkt,,Spor OutdoorOutdoorOutdoor EkipmanlarıKamp MalzemesiKamp Lambası,"ev yaşam, kampmalzemeleri, SporOutdoorOutdoorOu, TrendyolSporOutdoorO, ÇokRenkli",true,Title,Default Title,,,,,,,,kar-bul-dat-radyolu-solar-g-ne-enerjili-ayd-nlatma-sistemi-kamp-lambas-adet-lambal-at,500.0,shopify,50,deny,manual,1149.99,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_51fe53a2-c3db-4a85-9523-27f51e7397a1.jpg?v=1746139550,1,kar-bul Dat Radyolu Solar Güneş Enerjili Aydınlatma Sistemi Kamp Lambası Adet Lambalı At-,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
kar-bul-dat-radyolu-solar-g-ne-enerjili-ayd-nlatma-sistemi-kamp-lambas-adet-lambal-at,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8feb2047-c210-496d-a31f-f7190e3cba18.jpg?v=1746139550,2,kar-bul Dat Radyolu Solar Güneş Enerjili Aydınlatma Sistemi Kamp Lambası Adet Lambalı At- - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
kar-bul-dat-radyolu-solar-g-ne-enerjili-ayd-nlatma-sistemi-kamp-lambas-adet-lambal-at,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_1a23468d-fce5-4827-9401-e5e6f45dab04.jpg?v=1746139550,3,kar-bul Dat Radyolu Solar Güneş Enerjili Aydınlatma Sistemi Kamp Lambası Adet Lambalı At- - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
kar-bul-dat-radyolu-solar-g-ne-enerjili-ayd-nlatma-sistemi-kamp-lambas-adet-lambal-at,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_237802b1-30de-4402-b756-46ebd1464879.jpg?v=1746139550,4,kar-bul Dat Radyolu Solar Güneş Enerjili Aydınlatma Sistemi Kamp Lambası Adet Lambalı At- - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
garra-solar-i-ldak-fener-g-ne-enerjili-ve-usb-arj-kamp-lambas-cata-hazar-kamp-feneri-mobil-g-kayna,GARRA Solar Işıldak Fener Güneş Enerjili Ve Usb Şarj Kamp Lambası Cata Hazar Kamp Feneri Mobil Güç Kaynağı,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Renk:</strong> Mavi</li>
  <li>
<strong>Özellik:</strong> Solar</li>
  <li>
<strong>Çalışma Tipi:</strong> Solar</li>
  <li>
<strong>Piller Kutuya Dahil Mi?:</strong> Pilsiz Kullanım</li>
</ul>",turmarkt,,Spor OutdoorOutdoorOutdoor EkipmanlarıKamp MalzemesiKamp Lambası,"ev yaşam, kampmalzemeleri, Mavi, SporOutdoorOutdoorOu, TrendyolSporOutdoorO",true,Title,Default Title,,,,,,,,garra-solar-i-ldak-fener-g-ne-enerjili-ve-usb-arj-kamp-lambas-cata-hazar-kamp-feneri-mobil-g-kayna,500.0,shopify,50,deny,manual,343.85,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_4dd51cd9-ad34-4408-a4eb-9fe42f2bf637.jpg?v=1746139510,1,GARRA Solar Işıldak Fener Güneş Enerjili Ve Usb Şarj Kamp Lambası Cata Hazar Kamp Feneri Mobil Güç Kaynağı,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
garra-solar-i-ldak-fener-g-ne-enerjili-ve-usb-arj-kamp-lambas-cata-hazar-kamp-feneri-mobil-g-kayna,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_35511c19-b39f-422e-9ec6-8bdfcf47079b.jpg?v=1746139510,2,GARRA Solar Işıldak Fener Güneş Enerjili Ve Usb Şarj Kamp Lambası Cata Hazar Kamp Feneri Mobil Güç Kaynağı - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
garra-solar-i-ldak-fener-g-ne-enerjili-ve-usb-arj-kamp-lambas-cata-hazar-kamp-feneri-mobil-g-kayna,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_61b0c32a-afad-4dfe-bbf9-ecffe6b7b974.jpg?v=1746139510,3,GARRA Solar Işıldak Fener Güneş Enerjili Ve Usb Şarj Kamp Lambası Cata Hazar Kamp Feneri Mobil Güç Kaynağı - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
garra-solar-i-ldak-fener-g-ne-enerjili-ve-usb-arj-kamp-lambas-cata-hazar-kamp-feneri-mobil-g-kayna,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_9ad30b77-d1b3-4287-a505-7d604b3fe925.jpg?v=1746139510,4,GARRA Solar Işıldak Fener Güneş Enerjili Ve Usb Şarj Kamp Lambası Cata Hazar Kamp Feneri Mobil Güç Kaynağı - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-p-rm-z-doldurulabilir-depolu-p-rm-z-derece-orta-boy-p-rm-z,Genel Markalar Pürmüz Doldurulabilir Depolu Pürmüz Derece Orta Boy Pürmüz,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Renk:</strong> Beyaz</li>
  <li>
<strong>Menşei:</strong> TR</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Ceyden</li>
  <li>
<strong>Üretici Bilgisi:</strong> Ceyden</li>
</ul>",turmarkt,Home & Garden > Kitchen & Dining,Spor OutdoorOutdoorOutdoor EkipmanlarıKamp MalzemesiKamp Mutfak ÜrünleriKamp Çakmağı,"Beyaz, SporOutdoorOutdoorOu, TrendyolSporOutdoorO",true,Title,Default Title,,,,,,,,genel-markalar-p-rm-z-doldurulabilir-depolu-p-rm-z-derece-orta-boy-p-rm-z,500.0,shopify,50,deny,manual,89.70,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_21e44bbb-1edc-407f-b69c-4fee78d9b938.jpg?v=1746139466,1,Genel Markalar Pürmüz Doldurulabilir Depolu Pürmüz Derece Orta Boy Pürmüz,false,,,638,,,,,,,,,,,,,,,,,,,,kg,,,active
genel-markalar-p-rm-z-doldurulabilir-depolu-p-rm-z-derece-orta-boy-p-rm-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/2_org_zoom_b1cca19a-4d64-40d2-8918-29c6a2a4a37f.jpg?v=1746139466,2,Genel Markalar Pürmüz Doldurulabilir Depolu Pürmüz Derece Orta Boy Pürmüz - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-p-rm-z-doldurulabilir-depolu-p-rm-z-derece-orta-boy-p-rm-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/3_org_zoom_3989c534-b70d-41cd-a323-0ee15305859b.jpg?v=1746139466,3,Genel Markalar Pürmüz Doldurulabilir Depolu Pürmüz Derece Orta Boy Pürmüz - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-p-rm-z-doldurulabilir-depolu-p-rm-z-derece-orta-boy-p-rm-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/4_org_zoom_0d3e2f21-e766-4799-a6cf-c9bc6181c9ec.jpg?v=1746139466,4,Genel Markalar Pürmüz Doldurulabilir Depolu Pürmüz Derece Orta Boy Pürmüz - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-p-rm-z-doldurulabilir-depolu-p-rm-z-derece-orta-boy-p-rm-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/5_org_zoom_71990553-8b5b-4f1f-af06-e1e911c82ad3.jpg?v=1746139466,5,Genel Markalar Pürmüz Doldurulabilir Depolu Pürmüz Derece Orta Boy Pürmüz - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-p-rm-z-doldurulabilir-depolu-p-rm-z-derece-orta-boy-p-rm-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/6_org_zoom_2304f78e-eaea-4ba7-a12d-765254dd01b6.jpg?v=1746139466,6,Genel Markalar Pürmüz Doldurulabilir Depolu Pürmüz Derece Orta Boy Pürmüz - Görsel 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık,"<h3>Ürün Özellikleri</h3>
<ul>
  <li>
<strong>Renk:</strong> Siyah</li>
  <li>
<strong>Özellik:</strong> Şarj edilebilir</li>
  <li>
<strong>Çalışma Tipi:</strong> Şarjlı</li>
  <li>
<strong>Piller Kutuya Dahil Mi?:</strong> Pilsiz Kullanım</li>
  <li>
<strong>Menşei:</strong> CN</li>
  <li>
<strong>İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı:</strong> Canda Grup</li>
</ul>",turmarkt,,Spor OutdoorOutdoorOutdoor EkipmanlarıKamp MalzemesiKamp Lambası,"ev yaşam, kampmalzemeleri, Siyah, SporOutdoorOutdoorOu, TrendyolSporOutdoorO",true,Title,Default Title,,,,,,,,genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,500.0,shopify,50,deny,manual,60.95,,true,true,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_800cf886-290b-4319-a38a-454a7bd44631.jpg?v=1746139431,1,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık,false,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8de290cf-af09-41ce-942a-118c1448776b.jpg?v=1746139431,2,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık - Görsel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_beb66a13-bf77-4262-bb05-fd898e59dc56.jpg?v=1746139431,3,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık - Görsel 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_8dd07bc6-efce-4b10-94d1-aa9b0160da1d.jpg?v=1746139431,4,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık - Görsel 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_69fac99a-e640-4047-a518-76b8b237c16a.jpg?v=1746139431,5,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık - Görsel 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_5b02b466-1744-4085-90e8-50caa2cb5d93.jpg?v=1746139431,6,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık - Görsel 6,,,,,,,,,,,,,,,,,,,,,,,,,,,
genel-markalar-arj-edilebilir-ledli-mini-ta-nabilir-usb-arj-edilebilir-fonksiyonlu-m-knat-sl-parlak-led-i-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0626/0149/4576/files/1_org_zoom_02a23bec-d7a1-4eac-a643-e381a9d8a5cf.jpg?v=1746139431,7,Genel Markalar Şarj edilebilir Ledli Mini Taşınabilir Usb Şarj Edilebilir Fonksiyonlu Mıknatıslı Parlak Led Işık - Görsel 7,,,,,,,,,,,,,,,,,,,,,,,,,,,
